STRUCTURE_NUMBER_008,LOCATION_009,COORDINATES,lat,lon,ADT_029,DETOUR_KILOS_019,DETOUR_MILES,HISTORY_037,S_symbolic,E_economic,D_detour,ED,CF,Risk_Level,Street_View_URL,Risk_Explanation
102010AA3268101,'4.0mi SW of FM 95',"(31.865508, -94.592072)",31.86550833333333,-94.5920722222222,100,0,0.0,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.865508,-94.592072",
102010AA4135101,'0.25 MI S OF SH 323',"(32.208581, -94.899419)",32.20858055555556,-94.89941944444443,190,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.208581,-94.899419",
102010AA4151101,'0.3 MI S OF US 64',"(32.190361, -94.984792)",32.19036111111111,-94.98479166666668,100,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.190361,-94.984792",
102010AA4156101,'0.6 MI N OF SH 64',"(32.213114, -94.967458)",32.21311388888889,-94.96745833333334,110,5,3.106855,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.213114,-94.967458",
102010AA4248001,'2.2 MI SW OF FM 1662',"(31.904236, -94.943547)",31.90423611111111,-94.94354722222222,105,8,4.970968,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.904236,-94.943547",
102010C00365001,'0.4 MI N OF US 79',"(32.134064, -94.812431)",32.13406388888889,-94.81243055555557,4334,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.134064,-94.812431",
102010C00405001,'1.0 MI S  OF SH 64',"(32.156375, -94.806189)",32.156375,-94.80618888888888,700,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.156375,-94.806189",
102010C01065001,'0.3 MI E OF EVENSIDE',"(32.147208, -94.811078)",32.14720833333333,-94.81107777777775,2410,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.147208,-94.811078",
102010C01140001,'0.2 MI E OF EVENSIDE',"(32.140878, -94.811794)",32.140877777777774,-94.81179444444444,788,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.140878,-94.811794",
102120020308041.00,'4.5 MI N OF FM 16',"(32.578003, -95.575628)",32.57800277777778,-95.57562777777775,629,11,6.835081,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.578003,-95.575628",
102120020308042.00,'2.1 MI N OF FM 16',"(32.556078, -95.546183)",32.55607777777777,-95.54618333333332,1263,11,6.835081,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.556078,-95.546183",
102120042407034.00,'5.6 MI E OF LOOP 323',"(32.375447, -95.181406)",32.37544722222222,-95.18140555555556,1701,6,3.728226,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.375447,-95.181406",
102120042905059.00,'1.5 mi NE of IH20',"(32.486886, -95.439039)",32.48688611111111,-95.43903888888887,4269,6,3.728226,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.486886,-95.439039",
102120049205149.00,'0.9 MI W OF FM 3341',"(32.204697, -95.173675)",32.20469722222222,-95.173675,2365,8,4.970968,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.204697,-95.173675",
102120049504311.00,'6.2 MI E OF SH 110',"(32.468375, -95.418283)",32.468375,-95.41828333333332,542,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.468375,-95.418283",
102120049504390.00,'4.2 Mi E of SH 110',"(32.469564, -95.453006)",32.46956388888889,-95.45300555555556,3437,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.469564,-95.453006",
102120050502022.00,'1.7 MI N OF FM 3271',"(32.432939, -95.410553)",32.432938888888884,-95.41055277777778,3171,10,6.21371,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.432939,-95.410553",
102120050502023.00,'1.0 MI N OF FM 3271',"(32.426272, -95.4016)",32.42627222222222,-95.4016,3171,10,6.21371,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.426272,-95.401600",
102120050502052.00,'1.45 MI S OF IH 20',"(32.447792, -95.436703)",32.44779166666666,-95.43670277777778,3171,10,6.21371,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.447792,-95.436703",
102120052204037.00,'3.3 MI E OF US 69',"(32.523247, -95.356925)",32.523247222222224,-95.356925,2644,8,4.970968,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.523247,-95.356925",
102120052204038.00,'3.3 MI W OF FM 14',"(32.527536, -95.325953)",32.52753611111111,-95.32595277777776,2049,8,4.970968,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.527536,-95.325953",
102120052204040.00,'1.9 MI W OF FM 14',"(32.526689, -95.303356)",32.52668888888889,-95.30335555555556,2049,8,4.970968,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.526689,-95.303356",
102120052204041.00,'0.9 MI W OF FM 14',"(32.529136, -95.286089)",32.52913611111111,-95.28608888888888,2065,8,4.970968,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.529136,-95.286089",
102120092701005.00,'3.2 MI NE OF US 69',"(32.166264, -95.267858)",32.166263888888885,-95.26785833333334,3609,11,6.835081,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.166264,-95.267858",
102120115101003.00,'2.5 MI NE OF FM 346',"(32.256294, -95.200317)",32.25629444444444,-95.20031666666668,4004,8,4.970968,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.256294,-95.200317",
102120115101004.00,'1.1 MI N OF FM 346',"(32.241561, -95.215622)",32.24156111111111,-95.21562222222222,3835,8,4.970968,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.241561,-95.215622",
102120116301006.00,'0.3 MI S OF SH 31',"(32.350153, -95.214886)",32.35015277777778,-95.21488611111111,3552,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.350153,-95.214886",
102120116301007.00,'0.5 MI NW OF FM 2607',"(32.322039, -95.099497)",32.32203888888889,-95.0994972222222,1125,10,6.21371,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.322039,-95.099497",
102120138901004.00,'5.45 MI E OF FM 757',"(32.444867, -95.0336)",32.44486666666666,-95.0336,401,5,3.106855,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.444867,-95.033600",
102120138901005.00,'5.6 MI E OF FM 757',"(32.445217, -95.03145)",32.44521666666666,-95.03145,401,5,3.106855,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.445217,-95.031450",
102120193501003.00,'1.2 MI W OF US 69',"(32.397072, -95.3596)",32.39707222222222,-95.3596,822,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.397072,-95.359600",
102120279301002.00,'0.8 MI W OF US 69',"(32.239256, -95.323742)",32.23925555555556,-95.32374166666666,2737,10,6.21371,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.239256,-95.323742",
102120348702015.00,'0.80 MI W OF SH 110',"(32.261258, -95.252517)",32.26125833333333,-95.25251666666666,3826,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.261258,-95.252517",
102120AA0026101,'4.75 MI NE OF FM 850',"(32.303722, -94.995878)",32.30372222222222,-94.99587777777778,150,6,3.728226,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.303722,-94.995878",
102120AA0035001,'1.3 MI N  OF IH 20',"(32.476914, -95.310944)",32.47691388888889,-95.31094444444444,439,6,3.728226,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.476914,-95.310944",
102120AA0046001,'2.00 MI W OF SH 110',"(32.412331, -95.429431)",32.41233055555556,-95.42943055555556,305,11,6.835081,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.412331,-95.429431",
102120AA0046002,'2.7 MI NW OF SH 110',"(32.391772, -95.3947)",32.39177222222222,-95.3947,1447,10,6.21371,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.391772,-95.394700",
102120AA0046003,'0.55 MI E. of FM 724',"(32.421175, -95.457489)",32.421175,-95.45748888888888,240,8,4.970968,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.421175,-95.457489",
102120AA0113101,'2.20 MI E OF US 69',"(32.1766, -95.282964)",32.1766,-95.28296388888889,119,5,3.106855,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.176600,-95.282964",
102120AA0113102,'1.3 MI E of US 69',"(32.171789, -95.297383)",32.171788888888884,-95.29738333333331,140,8,4.970968,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.171789,-95.297383",
102120AA0129102,'0.85 MI E  OF US 69',"(32.187897, -95.306003)",32.18789722222222,-95.30600277777778,114,5,3.106855,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.187897,-95.306003",
102120AA0132002,'1.90 MI NW OF US 69',"(32.224233, -95.342458)",32.22423333333334,-95.34245833333333,150,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.224233,-95.342458",
102120AA0137101,'0.65 MI W OF US 69',"(32.21165, -95.327344)",32.211650000000006,-95.32734444444444,204,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.211650,-95.327344",
102120AA0165101,'0.1 mi W of FM 2493',"(32.247639, -95.350281)",32.247638888888886,-95.35028055555556,874,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.247639,-95.350281",
102120AA0168001,'0.80 MI E OF SH 155',"(32.230131, -95.394697)",32.230130555555554,-95.39469722222223,2360,5,3.106855,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.230131,-95.394697",
102120AA0178104,'0.2mi S of CR 185',"(32.182681, -95.390222)",32.18268055555556,-95.39022222222223,851,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.182681,-95.390222",
102120AA0187101,'0.50 MI S  OF FM 344',"(32.13945, -95.426447)",32.13945,-95.42644722222222,1853,5,3.106855,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.139450,-95.426447",
102120AA0220103,'1.4 mi E of SH 64',"(32.303681, -95.165067)",32.30368055555555,-95.16506666666668,652,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.303681,-95.165067",
102120AA0223105,'0.65 MI W  OF FM 2607',"(32.288217, -95.106489)",32.28821666666666,-95.10648888888888,105,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.288217,-95.106489",
102120AA0223106,'0.70 MI W  OF FM 2607',"(32.288231, -95.107453)",32.28823055555555,-95.10745277777777,105,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.288231,-95.107453",
102120AA0223201,'0.65 MI W OF FM 850',"(32.278503, -95.000767)",32.278502777777774,-95.00076666666666,143,6,3.728226,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.278503,-95.000767",
102120AA0230101,'1.40 MI N OF FM 345',"(32.237092, -95.107389)",32.237091666666664,-95.10738888888888,1022,5,3.106855,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.237092,-95.107389",
102120AA0230102,'1.00 MI N OF FM 345',"(32.231889, -95.106358)",32.23188888888889,-95.10635833333332,1022,14,8.699194,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.231889,-95.106358",
102120AA0233102,'2.50 MI S OF SH 31',"(32.3371, -95.075819)",32.3371,-95.07581944444443,190,5,3.106855,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.337100,-95.075819",
102120AA0246001,'1.40 MI N  OF SH 64',"(32.27145, -95.059994)",32.27145,-95.05999444444444,362,6,3.728226,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.271450,-95.059994",
102120AA0289001,'0.9mi S of SH 64',"(32.292683, -95.177528)",32.29268333333333,-95.17752777777778,1140,6,3.728226,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.292683,-95.177528",
102120AA0313001,'2.85 MI W OF FM 14',"(32.486153, -95.325222)",32.486152777777775,-95.32522222222222,784,10,6.21371,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.486153,-95.325222",
102120AA0356001,'0.80 MI N OF FM 16',"(32.497011, -95.142522)",32.497011111111114,-95.14252222222224,242,5,3.106855,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.497011,-95.142522",
102120AA0363103,'0.45 MI N OF FM 16',"(32.476056, -95.117675)",32.476055555555554,-95.117675,280,5,3.106855,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.476056,-95.117675",
102120AA0384001,'1.40 MI E OF FM 2908 N',"(32.421406, -95.149717)",32.42140555555555,-95.14971666666668,465,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.421406,-95.149717",
102120AA0384002,'0.90 MI W  OF FM 2908 S',"(32.407139, -95.184811)",32.40713888888889,-95.18481111111112,491,5,3.106855,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.407139,-95.184811",
102120AA0411003,'0.75 MI N  OF IH 20',"(32.477836, -95.429325)",32.47783611111111,-95.429325,237,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.477836,-95.429325",
102120AA0411005,'1.90 MI S OF SH 110',"(32.418239, -95.433497)",32.41823888888889,-95.43349722222224,104,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.418239,-95.433497",
102120AA0419001,'3.1 MI W  OF FM 724',"(32.446644, -95.524453)",32.44664444444444,-95.52445277777778,170,6,3.728226,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.446644,-95.524453",
102120AA0420102,'2.85 MI S  OF SH 110',"(32.435736, -95.526136)",32.435736111111105,-95.52613611111111,140,8,4.970968,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.435736,-95.526136",
102120AA0427101,'0.45 MI S OF FM 2016',"(32.3915, -95.349453)",32.3915,-95.34945277777776,183,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.391500,-95.349453",
102120AA0431202,'1.1mi N of US 69',"(32.446169, -95.365631)",32.44616944444444,-95.36563055555555,1620,8,4.970968,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.446169,-95.365631",
102120AA0447101,'0.7 MI S  OF FM 1805',"(32.555528, -95.591969)",32.555527777777776,-95.59196944444444,201,5,3.106855,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.555528,-95.591969",
102120AA0448001,'1.15 MI W. of FM 1253',"(32.561758, -95.577672)",32.56175833333333,-95.57767222222222,699,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.561758,-95.577672",
102120AA0452003,'0.35 MI E. of US 69',"(32.572517, -95.43215)",32.57251666666667,-95.43215,130,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.572517,-95.432150",
102120AA0452101,'1.1 MI E  OF FM 1804',"(32.559922, -95.382547)",32.55992222222222,-95.3825472222222,380,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.559922,-95.382547",
102120AA0452102,'1.9 MI W of US 69',"(32.600061, -95.504842)",32.60006111111111,-95.50484166666666,210,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.600061,-95.504842",
102120AA0452103,'1.15 MI E  OF US 69',"(32.568081, -95.420347)",32.56808055555556,-95.42034722222223,340,8,4.970968,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.568081,-95.420347",
102120AA0455101,'0.9 MI E  OF FM 1253',"(32.605686, -95.561086)",32.60568611111111,-95.56108611111112,219,5,3.106855,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.605686,-95.561086",
102120AA0471002,'1.55 MI E OF SH 110',"(32.448289, -95.40975)",32.44828888888888,-95.40975,605,8,4.970968,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.448289,-95.409750",
102120AA0484101,'1.05 MI W OF US 69',"(32.605075, -95.500142)",32.605075,-95.50014166666666,309,6,3.728226,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.605075,-95.500142",
102120AA0494101,'2.60 MI E OF US 69',"(32.453783, -95.349017)",32.453783333333334,-95.34901666666666,100,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.453783,-95.349017",
102120AA1113001,'3.20 MI SW OF SH 155',"(32.281994, -95.383533)",32.28199444444444,-95.38353333333336,1960,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.281994,-95.383533",
102120AA1125101,'0.50 MI S OF SP 364',"(32.307406, -95.383472)",32.307405555555555,-95.38347222222222,2979,6,3.728226,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.307406,-95.383472",
102120AA1125202,'2.1mi S of SS 364',"(32.282375, -95.386564)",32.282375,-95.3865638888889,2979,5,3.106855,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.282375,-95.386564",
102120AA1141001,'0.50 MI SE OF CR 1134',"(32.309597, -95.405611)",32.309597222222216,-95.40561111111111,149,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.309597,-95.405611",
102120AA1141002,'0.60 MI SE OF CR 1134',"(32.308667, -95.404842)",32.30866666666667,-95.40484166666668,202,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.308667,-95.404842",
102120AA1141101,'0.50 MI N OF CR 1113',"(32.279, -95.411208)",32.279,-95.41120833333332,276,5,3.106855,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.279000,-95.411208",
102120AA1145101,'2.0 MI E OF FM 2661',"(32.344403, -95.406808)",32.34440277777778,-95.40680833333334,195,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.344403,-95.406808",
102120AA2122101,'1.3mi W of FM 848',"(32.291122, -95.228542)",32.29112222222222,-95.22854166666669,149,5,3.106855,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.291122,-95.228542",
102120AA2138001,'1 MI. N. Of SH 110',"(32.182308, -95.17715)",32.18230833333333,-95.17715,204,5,3.106855,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.182308,-95.177150",
102120AA2138002,'0.90 MI S  OF SH 110',"(32.152942, -95.174381)",32.15294166666666,-95.17438055555556,193,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.152942,-95.174381",
102120AA2138003,'0.95 MI S  OF SH 110',"(32.152128, -95.173942)",32.15212777777778,-95.17394166666668,193,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.152128,-95.173942",
102120AA2171001,'0.75 MI S  OF FM 346',"(32.215192, -95.228942)",32.21519166666667,-95.22894166666669,2460,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.215192,-95.228942",
102120AA2177001,'0.40 MI S  OF US 69',"(32.174744, -95.195344)",32.17474444444444,-95.19534444444444,1175,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.174744,-95.195344",
102120AA2179101,'0.10 MI W OF CR 2138',"(32.161572, -95.177133)",32.16157222222222,-95.17713333333334,102,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.161572,-95.177133",
102120AA3101101,'1.35 MI S OF IH 20',"(32.425194, -95.045781)",32.42519444444444,-95.04578055555557,149,6,3.728226,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.425194,-95.045781",
102120AA3116101,'1.60 MI S OF IH 20',"(32.422556, -95.023703)",32.422555555555554,-95.02370277777776,111,13,8.077823,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.422556,-95.023703",
102120AA4104101,'0.30 MI E  OF FM 16',"(32.518281, -95.358161)",32.51828055555556,-95.3581611111111,124,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.518281,-95.358161",
102120B00270001,'0.10 MI E OF US 69',"(32.279044, -95.303514)",32.279044444444445,-95.30351388888889,1720,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.279044,-95.303514",
102120B00345001,'0.05 Mi W of Sunnybrook',"(32.313847, -95.30555)",32.31384722222222,-95.30555,640,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.313847,-95.305550",
102120B00640001,'0.7 MI S of Loop 323',"(32.380392, -95.301983)",32.38039166666667,-95.30198333333333,3000,8,4.970968,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.380392,-95.301983",
102120B00640002,'0.6 MI. S. OF LOOP 323',"(32.383022, -95.301975)",32.38302222222222,-95.301975,3000,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.383022,-95.301975",
102120B01185101,'0.95 MI W OF US 69',"(32.257228, -95.323389)",32.25722777777778,-95.32338888888889,4000,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.257228,-95.323389",
102120B01185103,'1.30 MI W OF US 69',"(32.256592, -95.329469)",32.256591666666665,-95.32946944444444,2000,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.256592,-95.329469",
102120B01185104,'1.30 MI W OF US 69',"(32.256583, -95.329514)",32.25658333333333,-95.32951388888888,2000,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.256583,-95.329514",
102120B01360001,'0.25 MI N OF LP 323',"(32.304886, -95.297158)",32.30488611111111,-95.29715833333331,2644,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.304886,-95.297158",
102120B01425002,'0.05 MI E OF S FLEISHEL',"(32.348067, -95.287622)",32.34806666666667,-95.28762222222224,3010,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.348067,-95.287622",
102120B01430001,'0.20 MI S  OF LP 323',"(32.304103, -95.282453)",32.30410277777777,-95.28245277777778,1400,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.304103,-95.282453",
102120B01720001,'0.05 MI S  OF COMMERCE',"(32.354981, -95.288242)",32.35498055555556,-95.28824166666666,232,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.354981,-95.288242",
102120B03200001,'0.10 Mi SE of US 271',"(32.378642, -95.278569)",32.37864166666667,-95.27856944444444,2068,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.378642,-95.278569",
102120B03255001,'0.45 MI NW OF LP 323',"(32.305422, -95.294444)",32.30542222222222,-95.29444444444444,1170,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.305422,-95.294444",
102120B03645001,'0.05 MI S  OF SH 64',"(32.331908, -95.263172)",32.33190833333334,-95.26317222222222,580,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.331908,-95.263172",
102120B03910001,'0.75 MI W OF US 69',"(32.288197, -95.315569)",32.28819722222222,-95.31556944444444,3440,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.288197,-95.315569",
102120B03950101,'0.37mi E of SH 155',"(32.322967, -95.310425)",32.32296666666667,-95.310425,390,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.322967,-95.310425",
102120B05260001,'0.25 MI S  OF Grande BLVD',"(32.276906, -95.318131)",32.27690555555555,-95.31813055555556,2400,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.276906,-95.318131",
102120LX7202001,'0.30 MI SE OF SH 155',"(32.324372, -95.311931)",32.32437222222222,-95.31193055555556,390,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.324372,-95.311931",
