STRUCTURE_NUMBER_008,LOCATION_009,_lat,_lon,YEAR_BUILT_027,N_i,p_tornado,V_age,V_des,Risk_tornado,Risk_Rank,"coordinates (lat, lon)",Risk_Level,Street_View_URL,Risk_Explanation
142270B00321001,'0.86 MI NW OF US 183',30.1916,-97.69803611,1997,0,0.0,1.0,1.0,0.0,10599,"30.1916, -97.6980361111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.191600,-97.698036",
020730AA0220001,'0.35 MI W OF US 281',32.19313611,-98.18403611,1980,0,0.0,1.285714286,0.666666667,0.0,10599,"32.1931361111111, -98.1840361111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.193136,-98.184036",
142270B01021002,'2.00 MI  S OF FM 2222',30.31544722,-97.77390278,1995,0,0.0,1.0,1.0,0.0,10599,"30.3154472222222, -97.7739027777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.315447,-97.773903",
142270B00515001,'0.10 MI N OF W MONROE',30.24745278,-97.7444,1931,0,0.0,2.685714286,0.666666667,0.0,10599,"30.2474527777777, -97.7444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.247453,-97.744400",
142270B01388020,'0.5 MI W OF US 183',30.30958333,-97.667975,1983,0,0.0,1.2,0.666666667,0.0,10599,"30.3095833333333, -97.667975",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.309583,-97.667975",
142270B01388001,'0.3 MI S OF 51ST ST',30.29091667,-97.6794,1976,0,0.0,1.4,1.0,0.0,10599,"30.2909166666666, -97.6794",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.290917,-97.679400",
142270B01381001,'0.1 MI SW OF W 46TH ST',30.30939444,-97.72793056,1948,0,0.0,2.2,1.0,0.0,10599,"30.3093944444444, -97.7279305555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.309394,-97.727931",
142270B01356004,'4.30 MI  S OF US 183',30.32087222,-97.74421944,1953,0,0.0,2.057142857,0.666666667,0.0,10599,"30.3208722222222, -97.7442194444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.320872,-97.744219",
142270B01356003,'2.40 MI  S OF US 183',30.34616111,-97.74519167,1992,0,0.0,1.0,0.666666667,0.0,10599,"30.3461611111111, -97.7451916666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.346161,-97.745192",
142270B01356002,'1.40 MI S OF US 183',30.35870278,-97.74077222,1971,0,0.0,1.542857143,1.0,0.0,10599,"30.3587027777777, -97.7407722222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.358703,-97.740772",
142270B01346001,'0.1 MI SW OF AIRPORT BLVD',30.25810833,-97.69446944,1983,0,0.0,1.2,0.666666667,0.0,10599,"30.2581083333333, -97.6944694444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.258108,-97.694469",
142270B01532002,'0.23 MI SE OF PLEASANT VA',30.26355,-97.71231944,1976,0,0.0,1.4,0.666666667,0.0,10599,"30.26355, -97.7123194444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.263550,-97.712319",
142270B01532001,'0.65 MI NE OF SPRINGDALE',30.28071389,-97.679075,1968,0,0.0,1.628571429,1.0,0.0,10599,"30.2807138888888, -97.679075",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.280714,-97.679075",
142270B01462006,'1.3 MI E OF IH 35',30.36453333,-97.66853611,1980,0,0.0,1.285714286,1.0,0.0,10599,"30.3645333333333, -97.6685361111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.364533,-97.668536",
020730AA0248001,'0.1 MI E SH 6',32.04045,-98.11159444,2000,0,0.0,1.0,0.666666667,0.0,10599,"32.04045, -98.1115944444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.040450,-98.111594",
020730AA0214001,'0.2 MI E OF FM 2481',32.063275,-98.01150556,2002,0,0.0,1.0,1.0,0.0,10599,"32.063275, -98.0115055555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.063275,-98.011506",
020730AA0213001,'0.3 MI E OF FM 1824',32.08076389,-98.01813611,1930,0,0.0,2.714285714,0.666666667,0.0,10599,"32.0807638888888, -98.0181361111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.080764,-98.018136",
020730AA0211001,'0.80 MI W FROM FM 2481',32.13160556,-98.03322222,2003,0,0.0,1.0,0.666666667,0.0,10599,"32.1316055555555, -98.0332222222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.131606,-98.033222",
020730AA0208001,'0.2 MI W OF FM 2481',32.14527222,-98.02976389,2007,0,0.0,1.0,0.666666667,0.0,10599,"32.1452722222222, -98.0297638888889",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.145272,-98.029764",
020730AA0182001,'0.7 MI N OF FM 205',32.22797778,-98.11181389,1937,0,0.0,2.514285714,0.666666667,0.0,10599,"32.2279777777777, -98.1118138888888",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.227978,-98.111814",
020730AA0172001,'2.7 MI S OF SH 377',32.32785,-97.99371667,1934,0,0.0,2.6,0.666666667,0.0,10599,"32.32785, -97.9937166666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.327850,-97.993717",
020730AA0163001,'3.5 MI W OF US 281',32.36746389,-98.21628333,1992,0,0.0,1.0,0.666666667,0.0,10599,"32.3674638888888, -98.2162833333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.367464,-98.216283",
020730AA0161001,'0.25 MI W OF US 281',32.36419444,-98.17834722,2004,0,0.0,1.0,0.666666667,0.0,10599,"32.3641944444444, -98.1783472222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.364194,-98.178347",
020730AA0153001,'0.25 MI SOUTH OF FM 1188',32.38366944,-98.10728056,1997,0,0.0,1.0,0.666666667,0.0,10599,"32.3836694444444, -98.1072805555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.383669,-98.107281",
020730AA0146001,'0.8 MI N OF FM 1189',32.48361389,-98.10520833,2004,0,0.0,1.0,0.666666667,0.0,10599,"32.4836138888888, -98.1052083333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.483614,-98.105208",
142270B01734006,'0.35 MI E OF LOOP 1',30.36548611,-97.73669722,1940,0,0.0,2.428571429,1.0,0.0,10599,"30.3654861111111, -97.7366972222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.365486,-97.736697",
020730AA0218001,'1.12 MI E OF SH 220',32.03153056,-97.99671389,1938,0,0.0,2.485714286,1.666666667,0.0,10599,"32.0315305555555, -97.9967138888888",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.031531,-97.996714",
020730AA0246003,'2.4 MI E OF FM 914',32.10065556,-98.15529167,2004,0,0.0,1.0,0.666666667,0.0,10599,"32.1006555555555, -98.1552916666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.100656,-98.155292",
020730AA0230001,'1.50 MI S OF US 67',32.14897778,-98.04978333,2000,0,0.0,1.0,0.666666667,0.0,10599,"32.1489777777777, -98.0497833333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.148978,-98.049783",
020730AA0226001,'0.05 MI E OF US 281',32.15025833,-98.13955278,2006,0,0.0,1.0,0.666666667,0.0,10599,"32.1502583333333, -98.1395527777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.150258,-98.139553",
020730AA0223001,'0.9 MI W OF US 281',32.16119444,-98.16371111,2002,0,0.0,1.0,1.0,0.0,10599,"32.1611944444444, -98.1637111111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.161194,-98.163711",
142270B01304001,'0.20 MI  W OF SOUTH 1ST',30.22291667,-97.77690833,1963,0,0.0,1.771428571,1.0,0.0,10599,"30.2229166666666, -97.7769083333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.222917,-97.776908",
142270B01292009,'0.15 MI W OF LAMAR BLVD',30.36409167,-97.69901389,1976,0,0.0,1.4,1.0,0.0,10599,"30.3640916666666, -97.6990138888889",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.364092,-97.699014",
142270B01260003,'0.15 MI E OF S LAMAR BLVD',30.26373611,-97.75490556,1931,0,0.0,2.685714286,1.0,0.0,10599,"30.2637361111111, -97.7549055555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.263736,-97.754906",
142270B01260002,'0.15 MI E OF S LAMAR BLVD',30.26373056,-97.75489722,1931,0,0.0,2.685714286,1.0,0.0,10599,"30.2637305555555, -97.7548972222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.263731,-97.754897",
142270B01259011,'0.30 MI W OF IH 35',30.25091111,-97.74055556,1916,0,0.0,3.114285714,0.666666667,0.0,10599,"30.2509111111111, -97.7405555555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.250911,-97.740556",
142270B01171009,'0.13 MI N OF E 7TH ST',30.26212222,-97.70876111,1981,0,0.0,1.257142857,0.666666667,0.0,10599,"30.2621222222222, -97.7087611111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.262122,-97.708761",
142270B01147001,'0.05 MI  S OF W 35TH ST',30.31280833,-97.76725556,1977,0,0.0,1.371428571,0.666666667,0.0,10599,"30.3128083333333, -97.7672555555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.312808,-97.767256",
142270B01388022,'0.5 MI NE OF AIRPORT BLVD',30.27168889,-97.69164444,1946,0,0.0,2.257142857,0.666666667,0.0,10599,"30.2716888888888, -97.6916444444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.271689,-97.691644",
142270B01121001,'0.20 MI  W OF RED RIVER',30.302825,-97.72435833,1935,0,0.0,2.571428571,1.0,0.0,10599,"30.302825, -97.7243583333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.302825,-97.724358",
142270B01098005,'0.15 MI E OF S LAMAR BLVD',30.24633056,-97.769175,1977,0,0.0,1.371428571,0.666666667,0.0,10599,"30.2463305555555, -97.769175",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.246331,-97.769175",
142270B01080009,'0.37 MI E OF AIRPORT BLVD',30.27368889,-97.69182778,1963,0,0.0,1.771428571,1.0,0.0,10599,"30.2736888888888, -97.6918277777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.273689,-97.691828",
020730AA0139001,'0.1 MI E OF CR 137',32.47563889,-98.25564167,2008,0,0.0,1.0,0.666666667,0.0,10599,"32.4756388888888, -98.2556416666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.475639,-98.255642",
020730AA0136002,'0.35 MI W OF CR 118',32.4832,-98.30557222,2006,0,0.0,1.0,0.666666667,0.0,10599,"32.4832, -98.3055722222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.483200,-98.305572",
142270B01462004,'1.1 MI E OF IH 35',30.37488611,-97.66068889,1991,0,0.0,1.0,0.666666667,0.0,10599,"30.3748861111111, -97.6606888888889",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.374886,-97.660689",
142270B01462003,'1.1 MI E OF IH 35',30.37519722,-97.66049722,1991,0,0.0,1.0,0.666666667,0.0,10599,"30.3751972222222, -97.6604972222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.375197,-97.660497",
142270B01462002,'0.7 MI NE OF FM 734',30.39659722,-97.64311111,1992,0,0.0,1.0,1.0,0.0,10599,"30.3965972222222, -97.6431111111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.396597,-97.643111",
142270B01446001,'0.85 MI SW OF OAK SPRNGS',30.26188056,-97.70410833,1962,0,0.0,1.8,0.666666667,0.0,10599,"30.2618805555555, -97.7041083333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.261881,-97.704108",
142270B01403001,'1.60 MI SE OF REDBUD TR',30.27398889,-97.77433611,1962,0,0.0,1.8,1.0,0.0,10599,"30.2739888888888, -97.7743361111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.273989,-97.774336",
142270B01388023,'0.45 MI SW OF AIRPT BLVD',30.26007222,-97.69911389,1973,0,0.0,1.485714286,0.666666667,0.0,10599,"30.2600722222222, -97.6991138888888",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.260072,-97.699114",
142270B01145001,'0.25 MI  W OF SPRINGDALE',30.29208056,-97.68306389,1979,0,0.0,1.314285714,0.666666667,0.0,10599,"30.2920805555555, -97.6830638888889",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.292081,-97.683064",
142270210001009.00,'0.4 MI W OF LP 360',30.36339722,-97.79586111,1992,0,0.0,1.0,0.666666667,0.0,10599,"30.3633972222222, -97.7958611111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.363397,-97.795861",
142270210001008.00,'0.7 MI W OF LP 360',30.36621111,-97.79792222,1992,0,0.0,1.0,0.666666667,0.0,10599,"30.3662111111111, -97.7979222222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.366211,-97.797922",
142270210001007.00,'4.0 MI E OF LP 360',30.33451667,-97.74971944,1989,0,0.0,1.028571429,0.666666667,0.0,10599,"30.3345166666666, -97.7497194444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.334517,-97.749719",
142270210001004.00,'0.9 MI W OF LP 1',30.34095278,-97.76848889,1964,0,0.0,1.742857143,1.0,0.0,10599,"30.3409527777777, -97.7684888888888",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.340953,-97.768489",
142270210001002.00,'0.4 MI E OF LP 360',30.35676111,-97.78421111,1915,0,0.0,3.142857143,0.666666667,0.0,10599,"30.3567611111111, -97.7842111111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.356761,-97.784211",
142270313601028.00,'LADY BIRD LAKE INTCHNG',30.27723056,-97.76798333,1975,0,0.0,1.428571429,0.666666667,0.0,10599,"30.2772305555555, -97.7679833333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.277231,-97.767983",
142270313601027.00,'LADY BIRD LAKE INTCHNG',30.27718611,-97.7677,1975,0,0.0,1.428571429,0.666666667,0.0,10599,"30.2771861111111, -97.7677",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.277186,-97.767700",
142270313601022.00,'0.4 MI S OF RM 2222',30.330775,-97.75563333,1970,0,0.0,1.571428571,1.0,0.0,10599,"30.330775, -97.7556333333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.330775,-97.755633",
142270313601021.00,'3.30 MI S OF US 183',30.33456111,-97.75486944,1971,0,0.0,1.542857143,0.666666667,0.0,10599,"30.3345611111111, -97.7548694444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.334561,-97.754869",
142270313601020.00,'LP1NB to 5th St',30.27543889,-97.76822222,1973,0,0.0,1.485714286,0.666666667,0.0,10599,"30.2754388888888, -97.7682222222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.275439,-97.768222",
142270AA1541001,'0.75 MI SW OF SANDEEN RD',30.41776389,-97.48246389,1962,0,0.0,1.8,0.666666667,0.0,10599,"30.4177638888888, -97.4824638888888",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.417764,-97.482464",
142270313601018.00,'0.70 MI N of RM 2244',30.27362778,-97.771675,1973,0,0.0,1.485714286,0.666666667,0.0,10599,"30.2736277777777, -97.771675",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.273628,-97.771675",
142270313601017.00,'LADY BIRD LAKE INTCHNG',30.2757,-97.77110556,1973,0,0.0,1.485714286,0.666666667,0.0,10599,"30.2757, -97.7711055555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.275700,-97.771106",
142270313601016.00,'LADY BIRD LAKE INTCHNG',30.27616389,-97.76826389,1973,0,0.0,1.485714286,0.666666667,0.0,10599,"30.2761638888888, -97.7682638888888",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.276164,-97.768264",
142270313601015.00,'0.70 MI N OF RM 2244',30.27386667,-97.77185556,1973,0,0.0,1.485714286,0.666666667,0.0,10599,"30.2738666666666, -97.7718555555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.273867,-97.771856",
142270313601014.00,'2.30 MI NE OF LP 360',30.2693,-97.77600556,1973,0,0.0,1.485714286,0.666666667,0.0,10599,"30.2692999999999, -97.7760055555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.269300,-97.776006",
142270313601013.00,'2.30 MI NE OF LP 360',30.26940278,-97.77630556,1973,0,0.0,1.485714286,0.666666667,0.0,10599,"30.2694027777777, -97.7763055555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.269403,-97.776306",
142270313601046.00,'0.8 MI S OF US 183',30.36825278,-97.74248333,1981,0,0.0,1.257142857,0.666666667,0.0,10599,"30.3682527777777, -97.7424833333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.368253,-97.742483",
142270313601045.00,'7.2 MI S OF US 183',30.28089167,-97.76823333,1975,0,0.0,1.428571429,1.0,0.0,10599,"30.2808916666666, -97.7682333333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.280892,-97.768233",
142270313601043.00,'3.20 MI S OF US 183',30.33643611,-97.75528611,1971,0,0.0,1.542857143,1.0,0.0,10599,"30.3364361111111, -97.7552861111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.336436,-97.755286",
142270313601042.00,'3.20 MI S OF US 183',30.33659167,-97.75561111,1971,0,0.0,1.542857143,0.666666667,0.0,10599,"30.3365916666666, -97.7556111111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.336592,-97.755611",
142270313601041.00,'LADY BIRD LAKE INTCHNG',30.27691111,-97.76725278,1975,0,0.0,1.428571429,1.0,0.0,10599,"30.2769111111111, -97.7672527777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.276911,-97.767253",
142270313601019.00,'LADY BIRD LAKE INTCHNG',30.2749,-97.77015,1973,0,0.0,1.485714286,1.0,0.0,10599,"30.2749, -97.77015",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.274900,-97.770150",
142270153902014.00,'0.7 MI W OF FM 2304',30.14288611,-97.84378889,2022,0,0.0,1.0,1.0,0.0,10599,"30.1428861111111, -97.8437888888888",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.142886,-97.843789",
142270153902013.00,'0.9 MI W OF FM 2304',30.14060278,-97.84730833,2022,0,0.0,1.0,0.666666667,0.0,10599,"30.1406027777777, -97.8473083333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.140603,-97.847308",
142270153902002.00,'0.9 MI W OF FM 2304',30.14074444,-97.84722778,1983,0,0.0,1.2,0.666666667,0.0,10599,"30.1407444444444, -97.8472277777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.140744,-97.847228",
142270153501007.00,'3.15 MI SW OF US 183',30.10991944,-97.72205,1958,0,0.0,1.914285714,1.0,0.0,10599,"30.1099194444444, -97.72205",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.109919,-97.722050",
142270153501006.00,'1.25 MI NE OF FM 1327',30.10570833,-97.724675,1958,0,0.0,1.914285714,1.0,0.0,10599,"30.1057083333333, -97.724675",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.105708,-97.724675",
142270153501005.00,'3.95 MI SW OF US 183',30.09855556,-97.72918056,1953,0,0.0,2.057142857,1.0,0.0,10599,"30.0985555555555, -97.7291805555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.098556,-97.729181",
142270153501003.00,'1.50 MI SW OF US 183',30.13088889,-97.70895278,1950,0,0.0,2.142857143,1.0,0.0,10599,"30.1308888888888, -97.7089527777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.130889,-97.708953",
142270153501002.00,'0.20 MI SW OF US 183',30.147375,-97.69866944,1953,0,0.0,2.057142857,0.666666667,0.0,10599,"30.147375, -97.6986694444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.147375,-97.698669",
142270137801434.00,'6.5 MI W OF US 183',30.50278056,-97.91974722,1982,0,0.0,1.228571429,1.0,0.0,10599,"30.5027805555555, -97.9197472222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.502781,-97.919747",
142270137801026.00,'1.80 MI W OF LOHMAN FORD',30.49687778,-97.97945833,2007,0,0.0,1.0,0.666666667,0.0,10599,"30.4968777777777, -97.9794583333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.496878,-97.979458",
142270137801022.00,'4.4 MI W OF US 183',30.51970556,-97.89691944,1982,0,0.0,1.228571429,1.0,0.0,10599,"30.5197055555555, -97.8969194444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.519706,-97.896919",
142270210001010.00,'0.3 MI W OF LP 360',30.36243611,-97.795125,1992,0,0.0,1.0,0.666666667,0.0,10599,"30.3624361111111, -97.795125",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.362436,-97.795125",
142270137801020.00,'6.2 MI W OF US 183',30.50666389,-97.91288056,1982,0,0.0,1.228571429,1.0,0.0,10599,"30.5066638888888, -97.9128805555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.506664,-97.912881",
142270313601005.00,'4.25 MI S OF US 183',30.32136111,-97.75567778,1971,0,0.0,1.542857143,0.666666667,0.0,10599,"30.3213611111111, -97.7556777777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.321361,-97.755678",
142270313601004.00,'4.25 MI S OF US 183',30.32136667,-97.75615,1971,0,0.0,1.542857143,0.666666667,0.0,10599,"30.3213666666666, -97.75615",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.321367,-97.756150",
142270271801001.00,'2.6 MI W OF FM 620',30.44518333,-97.86205,1992,0,0.0,1.0,1.0,0.0,10599,"30.4451833333333, -97.86205",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.445183,-97.862050",
142270268901005.00,'5.5 MI S OF US 290',30.16203056,-97.83208056,1992,0,0.0,1.0,0.666666667,0.0,10599,"30.1620305555555, -97.8320805555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.162031,-97.832081",
142270268901002.00,'4.8 MI S US 290',30.16937778,-97.82553889,1963,0,0.0,1.771428571,1.0,0.0,10599,"30.1693777777777, -97.8255388888888",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.169378,-97.825539",
142270268901001.00,'3.2 MI S US 290',30.18980556,-97.81386667,1963,0,0.0,1.771428571,1.0,0.0,10599,"30.1898055555555, -97.8138666666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.189806,-97.813867",
142270210001106.00,'0.1 MI E OF LP 360',30.35894167,-97.78806944,2011,0,0.0,1.0,0.666666667,0.0,10599,"30.3589416666666, -97.7880694444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.358942,-97.788069",
142270210001105.00,'0.1 MI E OF LP 360',30.35968611,-97.78997222,1990,0,0.0,1.0,0.666666667,0.0,10599,"30.3596861111111, -97.7899722222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.359686,-97.789972",
142270210001102.00,'3.5 MI E OF FM 620',30.37861389,-97.806325,1993,0,0.0,1.0,1.0,0.0,10599,"30.3786138888888, -97.806325",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.378614,-97.806325",
142270210001011.00,'1.3 MI W OF LP 360',30.37365,-97.80430556,1994,0,0.0,1.0,0.666666667,0.0,10599,"30.37365, -97.8043055555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.373650,-97.804306",
142270137801021.00,'5.5 MI W OF US 183',30.51633056,-97.90875278,1982,0,0.0,1.228571429,0.666666667,0.0,10599,"30.5163305555555, -97.9087527777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.516331,-97.908753",
142270313601048.00,'2.05 MI S OF US 183',30.35175278,-97.74896389,1981,0,0.0,1.257142857,1.0,0.0,10599,"30.3517527777777, -97.7489638888889",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.351753,-97.748964",
142270313601047.00,'1.35 MI S OF US 183',30.36133889,-97.74474167,1981,0,0.0,1.257142857,0.666666667,0.0,10599,"30.3613388888888, -97.7447416666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.361339,-97.744742",
142270313601092.00,'US 183 / LP 1 INTERCHANGE',30.37791111,-97.73736389,1991,0,0.0,1.0,1.0,0.0,10599,"30.3779111111111, -97.7373638888889",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.377911,-97.737364",
142270313601091.00,'US 183 / LP 1 INTERCHANGE',30.38048333,-97.73788056,1991,0,0.0,1.0,0.666666667,0.0,10599,"30.3804833333333, -97.7378805555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.380483,-97.737881",
142270313601089.00,'US 183 / LP 1 I/C',30.38030833,-97.73868333,1991,0,0.0,1.0,0.666666667,0.0,10599,"30.3803083333333, -97.7386833333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.380308,-97.738683",
142270313601081.00,'0.17 MI N OF US 183',30.38980833,-97.73379722,1990,0,0.0,1.0,1.0,0.0,10599,"30.3898083333333, -97.7337972222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.389808,-97.733797",
142270313601080.00,'0.10 MI S OF FM 734',30.42070278,-97.70512778,1989,0,0.0,1.028571429,0.666666667,0.0,10599,"30.4207027777777, -97.7051277777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.420703,-97.705128",
142270313601079.00,'0.7 MI N OF US 183',30.389725,-97.73432778,1989,0,0.0,1.028571429,0.666666667,0.0,10599,"30.389725, -97.7343277777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.389725,-97.734328",
142270313601078.00,'0.7 MI N OF US 183',30.38993889,-97.73429722,1989,0,0.0,1.028571429,0.666666667,0.0,10599,"30.3899388888888, -97.7342972222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.389939,-97.734297",
