STRUCTURE_NUMBER_008,COUNTY_CODE_003,LOCATION_009,"coordinates (lat, lon)",N_wildfires_within_1mi,T_years_wildfire_obs,lambda_wildfire,p_wildfire,V_elem_wildfire,V_age_wildfire,V_des_wildfire,wildfire_design_row_43B,wildfire_material_class,sdes_wildfire_raw_0to5,Risk_wildfire,Risk_Level,Risk_Explanation,Street_View_URL
2.2159E+14,323,'0.60 MI SE OF SL 480',"28.662636, -100.446517",0,29,0.0,0.0,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.662636,-100.446517"
2.2159E+14,323,'1.8 MI SE OF FM 3443',"28.668264, -100.452944",0,29,0.0,0.0,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.668264,-100.452944"
2.2159E+14,323,'2.2 MI S OF FM 2644',"28.474242, -100.309075",0,29,0.0,0.0,1.0,2.48571428571429,1.33333333333333,Tee Beam,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.474242,-100.309075"
2.2159E+14,323,'5.4 MI S OF FM 2644',"28.428417, -100.309167",0,29,0.0,0.0,1.0,2.48571428571429,1.33333333333333,Tee Beam,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.428417,-100.309167"
2.2159E+14,323,'6.4 MI S OF FM 2644',"28.413178, -100.309194",0,29,0.0,0.0,1.0,2.48571428571429,1.33333333333333,Tee Beam,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.413178,-100.309194"
2.2159E+14,323,'7.25 MI NE OF US 57',"28.917881, -100.271225",0,29,0.0,0.0,1.0,1.25714285714286,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.917881,-100.271225"
2.2159E+14,323,'8.30 MI NE OF US 57',"28.929969, -100.261386",0,29,0.0,0.0,1.0,1.25714285714286,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.929969,-100.261386"
2.2159E+14,323,'10.2 MI NE OF US 57',"28.950264, -100.242228",0,29,0.0,0.0,1.0,1.25714285714286,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.950264,-100.242228"
2.2159E+14,323,'10.7 MI NE OF US 57',"28.956767, -100.235236",0,29,0.0,0.0,1.0,1.25714285714286,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.956767,-100.235236"
2.2159E+14,323,'11.2 MI NE OF US 57',"28.961347, -100.230214",0,29,0.0,0.0,1.0,1.17142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.961347,-100.230214"
2.2159E+14,323,'13.1 MI NE OF US 57',"28.981350, -100.208100",0,29,0.0,0.0,1.0,1.17142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.981350,-100.208100"
2.2159E+14,323,'13.8 MI NE OF US 57',"28.989283, -100.199464",0,29,0.0,0.0,1.0,1.17142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.989283,-100.199464"
2.2159E+14,323,'15.2 MI NE OF US 57',"29.003489, -100.183844",0,29,0.0,0.0,1.0,1.17142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.003489,-100.183844"
2.2159E+14,323,'16.5 MI NE OF US 57',"29.016739, -100.169247",0,29,0.0,0.0,1.0,1.17142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.016739,-100.169247"
2.2159E+14,323,'17.1 MI NE OF US 57',"29.023347, -100.161614",0,29,0.0,0.0,1.0,1.17142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.023347,-100.161614"
2.2159E+14,323,'3.15 MI W OF ZAVALA C/L',"29.028450, -100.155564",0,29,0.0,0.0,1.0,1.17142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.028450,-100.155564"
2.2159E+14,323,'19.5 MI NE OF US 57',"29.045078, -100.131003",0,29,0.0,0.0,1.0,1.17142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.045078,-100.131003"
2.2159E+14,323,'11.3 MI NE OF US 57',"28.962503, -100.228792",0,29,0.0,0.0,1.0,1.17142857142857,1.33333333333333,Slab,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.962503,-100.228792"
2.2159E+14,323,'0.55 MI W OF ZAVALA C/L',"29.049297, -100.120447",0,29,0.0,0.0,1.0,1.17142857142857,1.33333333333333,Slab,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.049297,-100.120447"
2.2159E+14,323,'2.10 MI N  OF US 57',"28.855586, -100.318578",0,29,0.0,0.0,1.0,1.11428571428571,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.855586,-100.318578"
2.2159E+14,323,'2.20 MI N  OF US 57',"28.857147, -100.317892",0,29,0.0,0.0,1.0,1.11428571428571,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.857147,-100.317892"
2.2159E+14,323,'2.25 MI N OF US 57',"28.857686, -100.317561",0,29,0.0,0.0,1.0,1.11428571428571,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.857686,-100.317561"
2.2159E+14,323,'6.60 MI N  OF US 57',"28.910392, -100.277367",0,29,0.0,0.0,1.0,1.11428571428571,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.910392,-100.277367"
2.2159E+14,323,'0.15 MI N OF FM 1591',"28.956286, -100.596772",0,29,0.0,0.0,1.0,2.34285714285714,1.33333333333333,Slab,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.956286,-100.596772"
2.2159E+14,323,'0.4 MI E OF FM 1021',"28.507081, -100.304033",0,29,0.0,0.0,1.0,1.74285714285714,1.33333333333333,Stringer/MultiBeam/Girder,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.507081,-100.304033"
2.2159E+14,323,'5.4 MI E  OF FM 1021',"28.497550, -100.224203",0,29,0.0,0.0,1.0,1.74285714285714,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.497550,-100.224203"
221590AA0203005,323,'0.15 MI E OF US 277',"28.954986, -100.623278",0,29,0.0,0.0,1.0,1.0,1.33333333333333,Unknown,Wood or Timber,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.954986,-100.623278"
221590AA0208004,323,'0.05 MI E OF US 277',"28.939711, -100.620319",0,29,0.0,0.0,1.0,1.0,1.33333333333333,Box Beam or Girders - Multiple,Wood or Timber,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.939711,-100.620319"
221590AA0209003,323,'0.2 MI E OF US 277',"28.947681, -100.620811",0,29,0.0,0.0,1.0,1.0,1.33333333333333,Unknown,Wood or Timber,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.947681,-100.620811"
221590AA0210002,323,'0.01 MI E OF 4TH ST',"28.950003, -100.621994",0,29,0.0,0.0,1.0,1.0,1.33333333333333,Unknown,Wood or Timber,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.950003,-100.621994"
2.2233E+14,465,'13.1 MI NW OF LP 25',"29.902236, -101.748983",0,29,0.0,0.0,1.0,2.68571428571429,1.33333333333333,Tee Beam,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.902236,-101.748983"
2.2233E+14,465,'6.00 MI E  OF TERREL C/L',"29.850789, -101.686744",0,29,0.0,0.0,1.0,1.6,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.850789,-101.686744"
2.2233E+14,465,'0.65 MI E OF E LP 25',"29.817381, -101.548742",0,29,0.0,0.0,1.0,1.62857142857143,1.66666666666667,Stringer/MultiBeam/Girder,Steel Continuous,4.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.817381,-101.548742"
2.2233E+14,465,'1.90 MI W OF LP 25',"29.817889, -101.600356",0,29,0.0,0.0,1.0,1.6,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.817889,-101.600356"
2.2233E+14,465,'8.25 MI NW OF SH 163',"29.708425, -101.303347",0,29,0.0,0.0,1.0,1.31428571428571,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.708425,-101.303347"
2.2233E+14,465,'3.00 MI NW OF SH 163',"29.704978, -101.216892",0,29,0.0,0.0,1.0,1.14285714285714,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.704978,-101.216892"
2.2233E+14,465,'3.7 MI NW OF SH 163',"29.708083, -101.228239",0,29,0.0,0.0,1.0,1.14285714285714,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.708083,-101.228239"
2.2233E+14,465,'4.7 MI SE OF SH 163',"29.634153, -101.125989",0,29,0.0,0.0,1.0,2.57142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.634153,-101.125989"
2.2233E+14,465,'4.05 MI SE OF SH 163',"29.640508, -101.133175",0,29,0.0,0.0,1.0,2.57142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.640508,-101.133175"
2.2233E+14,465,'5.55 MI SE OF SH 163',"29.626383, -101.116719",0,29,0.0,0.0,1.0,2.51428571428571,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.626383,-101.116719"
2.2233E+14,465,'6.05 MI SE OF SH 163',"29.621708, -101.109236",0,29,0.0,0.0,1.0,2.51428571428571,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.621708,-101.109236"
2.2233E+14,465,'7.55 MI SE OF SH 163',"29.610239, -101.088036",0,29,0.0,0.0,1.0,2.51428571428571,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.610239,-101.088036"
2.2233E+14,465,'0.25 MI SE OF SPUR 454',"29.453069, -100.934086",0,29,0.0,0.0,1.0,2.57142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.453069,-100.934086"
2.2233E+14,465,'2.1 MI NW OF US 277',"29.450356, -100.928483",0,29,0.0,0.0,1.0,2.57142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.450356,-100.928483"
2.2233E+14,465,'8.65 MI SE OF SH 163',"29.602667, -101.073308",0,29,0.0,0.0,1.0,2.51428571428571,1.33333333333333,Tee Beam,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.602667,-101.073308"
2.2233E+14,465,'US 90 AT SL 79',"29.441944, -100.918831",0,29,0.0,0.0,1.0,1.0,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.441944,-100.918831"
2.2233E+14,465,'2.1 MI S OF US 277',"29.398372, -100.904958",0,29,0.0,0.0,1.0,2.54285714285714,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.398372,-100.904958"
2.2233E+14,465,'2.40 MI S OF US 277',"29.393700, -100.905072",0,29,0.0,0.0,1.0,2.54285714285714,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.393700,-100.905072"
2.2233E+14,465,'3.3 MI SE OF US 90',"29.564014, -101.033214",0,29,0.0,0.0,1.0,2.68571428571429,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.564014,-101.033214"
2.2233E+14,465,'3.6 MI SE OF US 90',"29.559381, -101.030133",0,29,0.0,0.0,1.0,2.68571428571429,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.559381,-101.030133"
2.2233E+14,465,'1.25 MI SE OF US 90',"29.587981, -101.053622",0,29,0.0,0.0,1.0,2.54285714285714,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.587981,-101.053622"
2.2233E+14,465,'2.20 MI SE OF US 90',"29.576256, -101.044011",0,29,0.0,0.0,1.0,2.54285714285714,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.576256,-101.044011"
2.2233E+14,465,'0.15 MI E OF US 277',"29.369586, -100.884844",0,29,0.0,0.0,1.0,2.62857142857143,1.33333333333333,Tee Beam,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.369586,-100.884844"
2.2233E+14,465,'0.25 MI E OF US 277',"29.369844, -100.883697",0,29,0.0,0.0,1.0,2.62857142857143,1.33333333333333,Tee Beam,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.369844,-100.883697"
2.2233E+14,465,'1.5 MI E OF US 277',"29.370169, -100.862300",0,29,0.0,0.0,1.0,2.62857142857143,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.370169,-100.862300"
2.2233E+14,465,'1.8 MI E OF US 277',"29.369756, -100.858258",0,29,0.0,0.0,1.0,2.62857142857143,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.369756,-100.858258"
2.2233E+14,465,'2.7 MI E  OF FM 2523',"29.367533, -100.802447",0,29,0.0,0.0,1.0,2.57142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.367533,-100.802447"
2.2233E+14,465,'7.6 MI E OF US 277',"29.379342, -100.766736",0,29,0.0,0.0,1.0,2.57142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.379342,-100.766736"
2.2233E+14,465,'2.20 MI W  OF KINNEY C/L',"29.387569, -100.742739",0,29,0.0,0.0,1.0,2.57142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.387569,-100.742739"
2.2233E+14,465,'2.0 MI W OF KINNEY C/L',"29.388744, -100.739400",0,29,0.0,0.0,1.0,2.57142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.388744,-100.739400"
2.2233E+14,465,'2.7 MI E OF FM 2523',"29.368028, -100.802483",0,29,0.0,0.0,1.0,1.85714285714286,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.368028,-100.802483"
2.2233E+14,465,'0.1 MI S OF US 90',"29.367883, -100.886997",0,29,0.0,0.0,1.0,1.2,1.33333333333333,Slab,Masonry,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.367883,-100.886997"
2.2233E+14,465,'19.5 MI N OF US 377',"29.983694, -100.753544",0,29,0.0,0.0,1.0,1.97142857142857,1.33333333333333,Stringer/MultiBeam/Girder,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.983694,-100.753544"
2.2233E+14,465,'19.3 MI N OF US 377',"29.979389, -100.755214",0,29,0.0,0.0,1.0,1.97142857142857,1.33333333333333,Stringer/MultiBeam/Girder,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.979389,-100.755214"
2.2233E+14,465,'19.15 MI N OF US 377',"29.979386, -100.755217",0,29,0.0,0.0,1.0,2.4,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.979386,-100.755217"
2.2233E+14,465,'17.35 MI N OF US 377',"29.954764, -100.760739",0,29,0.0,0.0,1.0,1.97142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.954764,-100.760739"
2.2233E+14,465,'17.15 MI N OF US 377',"29.952797, -100.760661",0,29,0.0,0.0,1.0,1.97142857142857,1.33333333333333,Slab,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.952797,-100.760661"
2.2233E+14,465,'21.45 MI N OF US 377',"30.008194, -100.742603",0,29,0.0,0.0,1.0,1.91428571428571,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.008194,-100.742603"
2.2233E+14,465,'8.05 MI N OF US 377',"29.837681, -100.798350",0,29,0.0,0.0,1.0,2.48571428571429,1.33333333333333,Slab,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.837681,-100.798350"
2.2233E+14,465,'6.50 MI N OF US 377',"29.815422, -100.799711",0,29,0.0,0.0,1.0,2.48571428571429,1.33333333333333,Tee Beam,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.815422,-100.799711"
2.2233E+14,465,'5.90 MI N OF US 377',"29.807628, -100.801111",0,29,0.0,0.0,1.0,2.48571428571429,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.807628,-100.801111"
2.2233E+14,465,'4.80 MI N OF US 377',"29.794939, -100.811742",0,29,0.0,0.0,1.0,2.48571428571429,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.794939,-100.811742"
2.2233E+14,465,'10.45 MI N OF US 377',"29.868625, -100.794767",0,29,0.0,0.0,1.0,1.94285714285714,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.868625,-100.794767"
2.2233E+14,465,'3.25 MI N OF US 377',"29.773017, -100.815947",0,29,0.0,0.0,1.0,1.94285714285714,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.773017,-100.815947"
2.2233E+14,465,'2.75 MI N OF US 377',"29.764819, -100.815875",0,29,0.0,0.0,1.0,1.94285714285714,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.764819,-100.815875"
2.2233E+14,465,'12.45 MI N OF US 377',"29.890967, -100.774292",0,29,0.0,0.0,1.0,1.71428571428571,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.890967,-100.774292"
2.2233E+14,465,'21.40 MI N OF US 90',"29.709744, -100.831214",0,29,0.0,0.0,1.0,1.97142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.709744,-100.831214"
2.2233E+14,465,'16.60 MI N OF US 90',"29.647722, -100.865806",0,29,0.0,0.0,1.0,1.97142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.647722,-100.865806"
2.2233E+14,465,'14.3 MI N OF US 90',"29.615175, -100.866283",0,29,0.0,0.0,1.0,1.8,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.615175,-100.866283"
2.2233E+14,465,'13.6 MI N OF US 90',"29.604531, -100.866233",0,29,0.0,0.0,1.0,1.8,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.604531,-100.866233"
2.2233E+14,465,'11.3 MI N OF US 90',"29.595928, -100.866147",0,29,0.0,0.0,1.0,1.8,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.595928,-100.866147"
2.2233E+14,465,'7.1 MI N OF US 90',"29.542911, -100.898675",0,29,0.0,0.0,1.0,2.57142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.542911,-100.898675"
2.2233E+14,465,'6.6 MI N OF US 90',"29.536525, -100.902878",0,29,0.0,0.0,1.0,2.57142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.536525,-100.902878"
2.2233E+14,465,'0.6 MI E OF US 90',"29.444408, -100.909133",0,29,0.0,0.0,1.0,1.0,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.444408,-100.909133"
2.2233E+14,465,'0.85 MI W OF US 90',"29.361803, -100.911622",0,29,0.0,0.0,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.361803,-100.911622"
2.2233E+14,465,'1.10 MI SW OF SPUR 297',"29.359850, -100.914664",0,29,0.0,0.0,1.0,1.0,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.359850,-100.914664"
2.2233E+14,465,'10.15 MI SE OF US 90',"29.273200, -100.766722",0,29,0.0,0.0,1.0,2.6,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.273200,-100.766722"
2.2233E+14,465,'4.35 MI SE OF US 90',"29.331261, -100.832364",0,29,0.0,0.0,1.0,2.25714285714286,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.331261,-100.832364"
2.2233E+14,465,'0.05 MI S OF US 90',"29.364367, -100.897567",0,29,0.0,0.0,1.0,2.05714285714286,1.66666666666667,Stringer/MultiBeam/Girder,Steel Continuous,4.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.364367,-100.897567"
2.2233E+14,465,'1.35 MI SE OF US 90',"29.355594, -100.873883",0,29,0.0,0.0,1.0,2.05714285714286,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.355594,-100.873883"
2.2233E+14,465,'0.25 MI SE OF US 90',"29.366553, -100.885342",0,29,0.0,0.0,1.0,2.05714285714286,1.33333333333333,Stringer/MultiBeam/Girder,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.366553,-100.885342"
2.2233E+14,465,'0.3 MI W OF US 277',"29.366411, -100.890581",0,29,0.0,0.0,1.0,2.05714285714286,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.366411,-100.890581"
2.2233E+14,465,'11.75 MI SE OF US 90',"29.255219, -100.751378",0,29,0.0,0.0,1.0,1.6,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.255219,-100.751378"
2.2233E+14,465,'0.05 MI S OF US 90',"29.364319, -100.897444",0,29,0.0,0.0,1.0,2.05714285714286,1.66666666666667,Stringer/MultiBeam/Girder,Steel Continuous,4.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.364319,-100.897444"
2.2233E+14,465,'16.4 MI S OF RM 189',"30.014900, -101.166831",0,29,0.0,0.0,1.0,1.28571428571429,1.33333333333333,Culvert,Steel,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.014900,-101.166831"
2.2233E+14,465,'15.6 MI S OF RM 189',"30.026494, -101.168881",0,29,0.0,0.0,1.0,1.28571428571429,1.33333333333333,Culvert,Steel,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.026494,-101.168881"
2.2233E+14,465,'0.70 MI N OF RM 189',"30.185322, -101.095269",0,29,0.0,0.0,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.185322,-101.095269"
2.2233E+14,465,'1.40 MI N OF RM 189',"30.193425, -101.101111",0,29,0.0,0.0,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.193425,-101.101111"
2.2233E+14,465,'2.65 MI N OF RM 189',"30.210425, -101.106075",0,29,0.0,0.0,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.210425,-101.106075"
