STRUCTURE_NUMBER_008,LOCATION_009,ADT_029,PERCENT_ADT_TRUCK_109,INVENTORY_RATING_066,YEAR_BUILT_027,SUPERSTRUCTURE_COND_059,FUNCTIONAL_CLASS_026,r_i_lb,d_i,N_i,V_age_overload,V_elem_overload,Risk_Index,"coordinates (lat, lon)",Risk_Level,Street_View_URL,Risk_Explanation
132410301402001.000,0.7 MI S OF SH 86,40,20.0,23.6,1987,N,7,47200.0,30.95334625,2.4762677,1.085714286,1.0,2.688519217,"34.5192, -101.7955",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=34.519200,-101.795500",
52190006703155.000,1.00 MI E OF FM 751,203,3.0,13.6,2001,7,9,27200.0,58.83547767,3.58308059,0.75,1.0,2.687310443,"32.746531, -95.969817",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.746531,-95.969817",
102340AA3504101,0.65 MI S of FM 2319,107,14.0,31.7,1958,6,8,63400.0,13.99475969,2.096415002,1.25,1.025,2.686031722,"32.348981, -100.617858",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.348981,-100.617858",
81770136301002.000,0.3 MI NE OF FM 621,474,6.0,32.7,2014,6,8,65400.0,12.28125247,3.492788203,0.75,1.025,2.685080931,"29.782983, -97.831472",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.782983,-97.831472",
140280143403007.000,3.0 MI NE OF US 190,1258,10.0,40.8,1962,7,7,81600.0,1.706753407,2.147095786,1.25,1.0,2.683869732,"30.784269, -96.431008",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.784269,-96.431008",
170210047502083.000,1.00 MI SE OF SH 159,2081,6.0,40.8,1982,6,7,81600.0,1.706753407,2.131052304,1.228571429,1.025,2.683603723,"29.958569, -96.495578",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.958569,-96.495578",
130080071601021.000,1.50 MI S OF BU 83,4190,3.0,40.8,1957,7,17,81600.0,1.706753407,2.145389033,1.25,1.0,2.681736291,"26.127817, -97.901536",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.127817,-97.901536",
211090086105008.000,1.4 MI N OF FM 1414,63,11.0,23.6,1967,N,8,47200.0,30.95334625,2.145066895,1.25,1.0,2.681333619,"30.980997, -93.602111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.980997,-93.602111",
201760304201001.000,0.07 MI N OF CALM CREST,413,3.0,24.5,2015,N,19,49000.0,28.80782264,3.569289226,0.75,1.0,2.676966919,"32.9734, -96.447408",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.973400,-96.447408",
181990LT9900001,1.95 MI S OF US 84,645,4.0,35.4,1956,6,7,70800.0,8.093096121,2.088018799,1.25,1.025,2.675274087,"31.39595, -97.616369",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.395950,-97.616369",
90500192601002.000,5.6 MI N OF LP 335,484,6.0,32.7,2006,N,16,65400.0,12.28125247,3.566475718,0.75,1.0,2.674856788,"35.323608, -101.859319",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.323608,-101.859319",
41880162401006.000,3.10 MI SW OF SH 43,186,16.0,32.7,2006,8,7,65400.0,12.28125247,3.654900736,0.75,0.975,2.672646163,"32.983447, -94.226036",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.983447,-94.226036",
190340013810283.000,5.96 MI S OF FM 765,67,18.0,29.9,1961,6,8,59800.0,17.29526817,2.085809341,1.25,1.025,2.672443218,"31.314928, -99.989794",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.314928,-99.989794",
70480227801006.000,0.20 MI W OF SH 163,940,13.0,40.8,1958,6,7,81600.0,1.706753407,2.085652663,1.25,1.025,2.672242475,"30.710217, -101.2045",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.710217,-101.204500",
70530014016092.000,0.5 MI N OF FRUITLAND RD,30,19.0,23.6,1972,N,9,47200.0,30.95334625,1.764340736,1.514285714,1.0,2.671715972,"33.497308, -97.805258",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.497308,-97.805258",
31690001305044.000,5.6 MI E OF LOOP 323,1701,7.0,40.8,1979,7,7,81600.0,1.706753407,2.032231282,1.314285714,1.0,2.670932542,"32.375447, -95.181406",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.375447,-95.181406",
102120042407034.000,0.45 MI N OF FM 418,590,3.0,32.7,1982,N,9,65400.0,12.28125247,2.173781687,1.228571429,1.0,2.670646073,"30.370697, -94.198233",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.370697,-94.198233",
201010AA0320001,2.35 MI S OF FM 611,207,14.0,32.7,2023,7,7,65400.0,12.28125247,3.559106966,0.75,1.0,2.669330225,"32.594797, -100.476944",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.594797,-100.476944",
80770098302019.000,0.01 MI W OF HOUSTON ST,235,3.0,24.5,1939,5,19,49000.0,28.80782264,2.030951496,1.25,1.05,2.665623839,"31.784678, -106.445092",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.784678,-106.445092",
240720B37440001,0.30 MI SW OF CR 184,650,1.0,20.9,1987,7,9,41800.0,37.76308063,2.454600241,1.085714286,1.0,2.664994547,"29.391658, -95.321406",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.391658,-95.321406",
120200AA0773001,2.80 MI NW of FM 3398,312,40.0,40.8,1947,7,7,81600.0,1.706753407,2.130028252,1.25,1.0,2.662535315,"31.544231, -103.479378",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.544231,-103.479378",
62380100101001.000,0.10 Mi SW of Preston St,308,3.0,24.5,1990,7,19,49000.0,28.80782264,2.661842812,1.0,1.0,2.661842812,"29.58145, -95.777975",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.581450,-95.777975",
120800AA7483299,3.5 MI W OF FM 113,229,3.0,23.6,1970,N,7,47200.0,30.95334625,2.126494888,1.25,1.0,2.658118609,"32.646358, -98.056733",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.646358,-98.056733",
21840031401085.000,2.6 MI N OF FM 1488,460,2.0,24.5,1989,8,9,49000.0,28.80782264,2.650319683,1.028571429,0.975,2.657892025,"30.256647, -95.578961",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.256647,-95.578961",
121700AA0481044,0.25 MI SE of Stoney Lane,400,3.0,24.5,2000,6,19,49000.0,28.80782264,3.456938717,0.75,1.025,2.657521639,"29.492481, -95.1987",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.492481,-95.198700",
120850PP1492212,0.85 MI E OF SH 286,301,3.0,27.1,1967,6,19,54200.0,22.96904974,2.074105191,1.25,1.025,2.657447276,"27.790439, -97.396853",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.790439,-97.396853",
161780010214062.000,1.65 MI S OF US 84,238,3.0,24.1,1958,N,7,48200.0,29.75359648,2.124406789,1.25,1.0,2.655508486,"31.460975, -98.129786",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.460975,-98.129786",
90500086703015.000,6.60 MI S OF US 84,238,3.0,24.1,1958,N,7,48200.0,29.75359648,2.124406789,1.25,1.0,2.655508486,"31.408933, -98.094678",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.408933,-98.094678",
90500086703016.000,2.3 MI E OF FM 1410,480,21.0,40.8,1971,7,8,81600.0,1.706753407,1.720407434,1.542857143,1.0,2.654342899,"29.860058, -94.452131",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.860058,-94.452131",
200360146401008.000,1.3 MI S OF LP 529,2880,1.0,32.7,2011,N,17,65400.0,12.28125247,3.537000712,0.75,1.0,2.652750534,"29.539672, -95.827086",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.539672,-95.827086",
120800C00135001,1.8 MI SW of BS 105 T,1440,2.0,32.7,2011,7,19,65400.0,12.28125247,3.537000712,0.75,1.0,2.652750534,"30.313722, -95.107675",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.313722,-95.107675",
201460033812034.000,0.8 MI SE OF SH 21,114,3.0,13.6,1980,6,9,27200.0,58.83547767,2.012173336,1.285714286,1.025,2.651757004,"30.151239, -97.2033",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.151239,-97.203300",
140110AA0188001,4.8 MI E OF US 271,100,7.0,24.5,1979,N,7,49000.0,28.80782264,2.016547585,1.314285714,1.0,2.650319683,"33.831722, -95.453033",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.831722,-95.453033",
11390350301001.000,0.50 MI S OF FM 765,184,4.0,24.5,1959,N,7,49000.0,28.80782264,2.120255747,1.25,1.0,2.650319683,"31.391942, -100.089792",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.391942,-100.089792",
70480082602006.000,4.75mi E of US 69,590,5.0,32.7,2022,8,7,65400.0,12.28125247,3.622969479,0.75,0.975,2.649296432,"31.897131, -95.162022",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.897131,-95.162022",
100370063401006.000,0.7 MI S OF FM 102,330,5.0,28.1,1998,6,9,56200.0,20.86843498,3.443291772,0.75,1.025,2.64703055,"29.402439, -96.250831",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.402439,-96.250831",
132410AA0296001,0.15 MI S OF US 271,245,3.0,24.5,1922,7,19,49000.0,28.80782264,2.117374964,1.25,1.0,2.646718705,"32.400875, -95.258161",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.400875,-95.258161",
102120AA0382101,4.18 MI S OF US 67,562,4.0,34.5,1966,7,7,69000.0,9.417262804,2.117000678,1.25,1.0,2.646250848,"32.361447, -97.198847",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.361447,-97.198847",
21270001404271.000,1.25 MI E OF US 281,4894,3.0,40.8,1989,6,9,81600.0,1.706753407,2.505855352,1.028571429,1.025,2.6418875,"26.251442, -98.149697",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.251442,-98.149697",
211090AA0903001,0.74 MI S OF FM 2484,1030,1.0,32.7,2016,8,1,65400.0,35.04840624,3.609985843,0.75,0.975,2.639802147,"30.954047, -97.537294",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.954047,-97.537294",
90140001507550.000,0.10 MI NW OF FM 550,557,3.0,32.7,1980,N,9,65400.0,12.28125247,2.052197288,1.285714286,1.0,2.63853937,"32.870564, -96.3731",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.870564,-96.373100",
181990AA0156001,0.15 MI N OF SH 285,114,3.0,12.7,1940,N,19,25400.0,61.68812724,2.109733951,1.25,1.0,2.637167439,"27.227981, -98.140042",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.227981,-98.140042",
210240B00560001,2.75 MI S OF US 67,227,3.0,23.6,1961,N,7,47200.0,30.95334625,2.10792288,1.25,1.0,2.6349036,"31.772958, -98.795719",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.772958,-98.795719",
230250248701003.000,0.2 MI W OF US 181,784,1.0,23.6,1987,N,8,47200.0,30.95334625,2.426742346,1.085714286,1.0,2.634748833,"28.253219, -97.690022",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.253219,-97.690022",
160130111901004.000,0.05 MI W OF US 190,99,3.0,23.6,1978,N,1,47200.0,66.06218176,1.962046798,1.342857143,1.0,2.634748558,"30.868117, -102.095636",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.868117,-102.095636",
61860014004187.000,7.45 MI SE OF US 190,99,3.0,23.6,1978,N,1,47200.0,66.06218176,1.962046798,1.342857143,1.0,2.634748558,"30.809839, -101.990906",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.809839,-101.990906",
61860014005214.000,0.4 MI SE of FM 528,400,2.0,24.5,1985,N,19,49000.0,28.80782264,2.304625812,1.142857143,1.0,2.63385807,"29.482708, -95.209714",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.482708,-95.209714",
120850PP1491211,5.45 MI S OF FM 2246,4352,4.0,40.8,1994,7,6,81600.0,1.706753407,2.971116331,0.885714286,1.0,2.631560179,"30.285842, -94.045719",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.285842,-94.045719",
201220071001013.000,5.25 MI S OF FM 2246,4352,4.0,40.8,1994,7,6,81600.0,1.706753407,2.971116331,0.885714286,1.0,2.631560179,"30.288483, -94.047822",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.288483,-94.047822",
201220071001014.000,4.9 MI SE OF FM 933,783,1.0,23.6,1987,N,7,47200.0,30.95334625,2.423647012,1.085714286,1.0,2.631388184,"32.139389, -97.350519",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.139389,-97.350519",
91100065601012.000,5.4 MI SE OF FM 933,783,1.0,23.6,1987,N,7,47200.0,30.95334625,2.423647012,1.085714286,1.0,2.631388184,"32.143019, -97.343039",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.143019,-97.343039",
91100065601013.000,5.5 MI SE OF FM 933,783,1.0,23.6,1987,N,7,47200.0,30.95334625,2.423647012,1.085714286,1.0,2.631388184,"32.143956, -97.341136",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.143956,-97.341136",
91100065601014.000,0.7 MI NE OF NE PKWY,2930,1.0,32.7,2019,8,17,65400.0,12.28125247,3.598406974,0.75,0.975,2.6313351,"32.945308, -96.592439",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.945308,-96.592439",
180570B08946004,0.7 MI NE OF NE PKWY,2930,1.0,32.7,2019,8,17,65400.0,12.28125247,3.598406974,0.75,0.975,2.6313351,"32.944083, -96.594239",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.944083,-96.594239",
180570B08946005,3.65 MI SW OF SH 16,154,7.0,29.0,1949,6,7,58000.0,19.04815867,2.053391505,1.25,1.025,2.630907866,"31.851728, -98.646075",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.851728,-98.646075",
230470102901001.000,0.25 MI NW of SH 66,100,10.0,32.7,2018,7,2,65400.0,35.04840624,3.504840624,0.75,1.0,2.628630468,"33.113889, -96.164778",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.113889,-96.164778",
10920004718673.000,JCT US 75 AND FM 120,1000,1.0,32.7,2018,7,12,65400.0,35.04840624,3.504840624,0.75,1.0,2.628630468,"33.762039, -96.585342",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.762039,-96.585342",
11170265902001.000,0.15 MI NE OF US 290,1000,1.0,32.7,2013,7,11,65400.0,35.04840624,3.504840624,0.75,1.0,2.628630468,"29.804064, -95.448864",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.804064,-95.448864",
121020027114682.000,5.20 MI W OF US 87,1026,12.0,40.8,1937,7,7,81600.0,1.706753407,2.101354795,1.25,1.0,2.626693493,"30.790033, -99.323272",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.790033,-99.323272",
141570039602002.000,5.80 MI W OF US 87,1026,12.0,40.8,1937,7,7,81600.0,1.706753407,2.101354795,1.25,1.0,2.626693493,"30.797478, -99.327858",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.797478,-99.327858",
141570039602003.000,1.65 MI NE OF SH 146,150,19.0,32.7,2014,7,9,65400.0,12.28125247,3.500156954,0.75,1.0,2.625117716,"30.666267, -94.863478",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.666267,-94.863478",
111870AA1180001,1.23 MI W of FM 1036,95,30.0,32.7,2022,N,7,65400.0,12.28125247,3.500156954,0.75,1.0,2.625117716,"35.081225, -100.365964",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.081225,-100.365964",
250440079707149.000,0.35 MI W OF RIVERSIDE DR,405,3.0,24.5,2000,N,19,49000.0,28.80782264,3.500150451,0.75,1.0,2.625112838,"30.213725, -97.694369",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.213725,-97.694369",
142270B07045001,0.03 Mi E of Portchester,405,3.0,24.5,2005,N,19,49000.0,28.80782264,3.500150451,0.75,1.0,2.625112838,"30.475711, -97.606897",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.475711,-97.606897",
142270B07045002,0.30 MI E OF FM 2245,81,15.0,24.5,2022,N,9,49000.0,28.80782264,3.500150451,0.75,1.0,2.625112838,"30.801908, -93.898517",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.801908,-93.898517",
142270G05903001,0.36 MI W OF RIVERSIDE DR,405,3.0,24.5,2000,N,19,49000.0,28.80782264,3.500150451,0.75,1.0,2.625112838,"30.2135, -97.694392",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.213500,-97.694392",
201220AA0302002,3.95 MI W OF SH 195,356,8.0,32.7,2000,7,8,65400.0,12.28125247,3.497700704,0.75,1.0,2.623275528,"30.991503, -97.830156",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.991503,-97.830156",
90140119803010.000,4.00 MI W OF SH 195,356,8.0,32.7,2000,7,8,65400.0,12.28125247,3.497700704,0.75,1.0,2.623275528,"30.991356, -97.831708",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.991356,-97.831708",
90140119803011.000,3.9 MI SW OF SH 34,463,6.0,32.7,2018,6,8,65400.0,12.28125247,3.411731937,0.75,1.025,2.622768926,"32.224006, -96.700639",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.224006,-96.700639",
180710121101013.000,26.4 MI FROM BANDERA C L,1422,2.0,32.7,2020,N,16,65400.0,12.28125247,3.492788203,0.75,1.0,2.619591152,"29.381369, -99.170994",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.381369,-99.170994",
151630084804223.000,0.1 MI E OF ROCK RIDGE RD,230,3.0,24.5,1980,6,19,49000.0,28.80782264,1.987739762,1.285714286,1.025,2.619557044,"33.108878, -96.6146",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.108878,-96.614600",
180430LP6358001,0.10 MI SE OF GOVE ST,221,3.0,24.5,1977,N,9,49000.0,28.80782264,1.909958641,1.371428571,1.0,2.619371851,"29.30865, -100.412419",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.308650,-100.412419",
221360B00100001,0.83 MI NE of FM 2325,303,3.0,24.5,1990,N,9,49000.0,28.80782264,2.618631078,1.0,1.0,2.618631078,"30.05885, -98.195356",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.058850,-98.195356",
141060AA0218001,1.4 MI SW OF FM 236,211,3.0,24.5,1976,6,9,49000.0,28.80782264,1.823535173,1.4,1.025,2.616772974,"28.798525, -97.085025",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.798525,-97.085025",
132350AA0111001,0.1 MI NW OF JCT FM 327,1210,1.0,24.5,2003,N,9,49000.0,28.80782264,3.48574654,0.75,1.0,2.614309905,"29.2565, -98.333578",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.256500,-98.333578",
150150CC0070001,Chisholm Tr @ CR 904,1018,1.0,32.7,2014,8,12,65400.0,35.04840624,3.567927755,0.75,0.975,2.609047171,"32.432908, -97.415036",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.432908,-97.415036",
21270050405510.000,0.5 MI NW FM 1187 SW 496,2830,1.0,32.7,2011,N,17,65400.0,12.28125247,3.475594449,0.75,1.0,2.606695837,"32.594956, -97.171275",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.594956,-97.171275",
022200M00740001,0.4 MI E OF US 271,294,3.0,24.5,1990,6,9,49000.0,28.80782264,2.540849957,1.0,1.025,2.604371206,"33.800903, -95.5211",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.800903,-95.521100",
011390AA4405001,0.35 MI SE OF BELTLINE RD,285,3.0,24.5,1988,7,9,49000.0,28.80782264,2.463068836,1.057142857,1.0,2.603815627,"32.649256, -96.611617",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.649256,-96.611617",
180570AA0266001,0.80 MI SE OF FM 671,241,3.0,24.5,1921,N,9,49000.0,28.80782264,2.082805577,1.25,1.0,2.603506971,"29.739569, -97.696106",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.739569,-97.696106",
140280AA0258001,1.00 MI SW OF FM 1160,492,3.0,32.7,1976,6,8,65400.0,12.28125247,1.812712865,1.4,1.025,2.601242961,"29.112097, -96.417386",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.112097,-96.417386",
132410008906176.000,1.50 MI S OF SH 44 BUS,420,2.0,23.6,1990,N,16,47200.0,30.95334625,2.600081085,1.0,1.0,2.600081085,"27.764258, -97.477428",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.764258,-97.477428",
161780B00907068,0.40 MI S OF WESTVIEW DR,1310,2.0,32.7,1996,8,19,65400.0,12.28125247,3.217688148,0.828571429,0.975,2.599432353,"29.78885, -95.508244",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.788850,-95.508244",
121020V25745001,0.5 MI S OF FM 1252,324,3.0,28.1,1935,6,9,56200.0,20.86843498,2.02841188,1.25,1.025,2.598902722,"32.443869, -94.9734",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.443869,-94.973400",
100930AA0082001,0.40 MI N OF FM 1544,719,19.0,40.8,1986,7,17,81600.0,1.706753407,2.331595829,1.114285714,1.0,2.598063924,"32.487008, -100.408525",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.487008,-100.408525",
81770098303017.000,7.10 MI W OF US 69,109,10.0,29.0,1964,7,8,58000.0,19.04815867,2.076249295,1.25,1.0,2.595311619,"30.601236, -94.521956",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.601236,-94.521956",
202290182802009.000,1.75 MI W OF US 90,209,9.0,34.5,1975,6,7,69000.0,9.417262804,1.771387133,1.428571429,1.025,2.593816874,"31.035917, -104.862378",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.035917,-104.862378",
240550000211152.000,0.02 MI W OF QUAIL VALLEY,1200,1.0,24.5,2006,N,19,49000.0,28.80782264,3.456938717,0.75,1.0,2.592704038,"32.900142, -97.262364",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.900142,-97.262364",
022200ZR3545001,0.25 mi SW of US 183,1200,1.0,24.5,2012,N,8,49000.0,28.80782264,3.456938717,0.75,1.0,2.592704038,"30.639158, -97.874014",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.639158,-97.874014",
142460AA3530001,0.8 Mi S of SH 96,400,3.0,24.5,2014,N,17,49000.0,28.80782264,3.456938717,0.75,1.0,2.592704038,"29.514292, -95.011028",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.514292,-95.011028",
120850E00106232,0.05 Mi E of Groce Ln,400,3.0,24.5,2016,N,19,49000.0,28.80782264,3.456938717,0.75,1.0,2.592704038,"29.494178, -95.058875",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.494178,-95.058875",
120850E00122234,0.35 Mi N of W Walker St,400,3.0,24.5,2002,N,17,49000.0,28.80782264,3.456938717,0.75,1.0,2.592704038,"29.479567, -95.086744",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.479567,-95.086744",
120850E00126236,0.3 MI SE of FM 528,400,3.0,24.5,2016,N,19,49000.0,28.80782264,3.456938717,0.75,1.0,2.592704038,"29.491328, -95.203469",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.491328,-95.203469",
120850PP0511208,0.04 Mi NE of Sandy Lake,400,3.0,24.5,2000,7,19,49000.0,28.80782264,3.456938717,0.75,1.0,2.592704038,"29.490567, -95.197425",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.490567,-95.197425",
120850PP0651210,FORT HOOD TEXAS,150,10.0,31.8,1950,7,19,63600.0,13.81951789,2.072927684,1.25,1.0,2.591159605,"31.033011, -97.801711",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.033011,-97.801711",
DAPFORHOO000006,0.1 MI N OF N LAMAR BLVD,234,3.0,24.5,1934,6,19,49000.0,28.80782264,2.02230915,1.25,1.025,2.591083598,"30.292131, -97.749742",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.292131,-97.749742",
142270B01356005,1.10 MI W OF US 69,2961,4.0,40.8,1962,6,7,81600.0,1.706753407,2.021478735,1.25,1.025,2.59001963,"30.232525, -94.22335",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.232525,-94.223350",
201010081303026.000,4.6 MI S OF IH 20,187,15.0,32.7,2005,7,7,65400.0,12.28125247,3.444891318,0.75,1.0,2.583668489,"32.356122, -100.707575",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.356122,-100.707575",
81680096603011.000,1.47 MI E OF FM 3423,570,4.0,35.4,1976,7,17,70800.0,8.093096121,1.845225916,1.4,1.0,2.583316282,"31.083397, -97.631744",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.083397,-97.631744",
90140023103103.000,3.80 MI NE OF US 59,221,13.0,32.7,2005,8,7,65400.0,12.28125247,3.528403835,0.75,0.975,2.580145304,"31.941286, -94.347669",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.941286,-94.347669",
112100119501005.000,1.45 MI S OF FM 388,170,15.0,35.4,1960,7,8,70800.0,8.093096121,2.063739511,1.25,1.0,2.579674389,"31.423594, -100.141447",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.423594,-100.141447",
72260228103006.000,0.60 MI S OF FM 388,170,15.0,35.4,1960,7,8,70800.0,8.093096121,2.063739511,1.25,1.0,2.579674389,"31.435083, -100.141328",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.435083,-100.141328",
72260228103007.000,1.10 MI S OF FM 388,170,15.0,35.4,1960,7,8,70800.0,8.093096121,2.063739511,1.25,1.0,2.579674389,"31.429067, -100.141408",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.429067,-100.141408",
72260228103008.000,1.30 MI N OF FM 2949,350,8.0,32.7,2010,7,8,65400.0,12.28125247,3.438750692,0.75,1.0,2.579063019,"33.477831, -95.686661",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.477831,-95.686661",
